datetime,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
2024-04-01 12:00:00,1.07898,1.07909,1.0777,1.07817,8775
2024-04-01 16:00:00,1.07817,1.07831,1.07309,1.07365,19456
2024-04-01 20:00:00,1.07365,1.0744,1.07365,1.07425,7250
2024-04-02 00:00:00,1.07398,1.07443,1.07309,1.07371,5703
2024-04-02 04:00:00,1.0737,1.07381,1.07292,1.07332,5264
2024-04-02 08:00:00,1.07332,1.07428,1.07244,1.07314,14424
2024-04-02 12:00:00,1.07311,1.0756,1.07311,1.0749,14485
2024-04-02 16:00:00,1.07489,1.07791,1.07479,1.07683,18580
2024-04-02 20:00:00,1.07682,1.07689,1.07602,1.07684,5532
2024-04-03 00:00:00,1.07699,1.07738,1.07658,1.07686,4502
2024-04-03 04:00:00,1.07686,1.07793,1.07657,1.07746,6705
2024-04-03 08:00:00,1.07747,1.07774,1.07639,1.0771,9119
2024-04-03 12:00:00,1.07714,1.07863,1.0765,1.07777,12865
2024-04-03 16:00:00,1.07778,1.08362,1.07777,1.08306,24279
2024-04-03 20:00:00,1.08307,1.08368,1.08255,1.08366,9368
2024-04-04 00:00:00,1.08337,1.08433,1.08325,1.08431,3892
2024-04-04 04:00:00,1.08429,1.08447,1.08381,1.08427,4308
2024-04-04 08:00:00,1.08428,1.08626,1.08389,1.08619,13116
2024-04-04 12:00:00,1.08619,1.08703,1.08506,1.08696,12539
2024-04-04 16:00:00,1.08695,1.08765,1.08579,1.08588,14177
2024-04-04 20:00:00,1.08587,1.08619,1.08317,1.08381,14732
2024-04-05 00:00:00,1.08383,1.08439,1.08341,1.08417,7878
2024-04-05 04:00:00,1.08416,1.0843,1.08231,1.08263,8931
2024-04-05 08:00:00,1.08264,1.08463,1.08225,1.08374,10347
2024-04-05 12:00:00,1.08374,1.08479,1.07999,1.08092,14920
2024-04-05 16:00:00,1.08092,1.08444,1.07913,1.08356,25005
2024-04-05 20:00:00,1.08356,1.08389,1.08305,1.0837,8971
2024-04-08 00:00:00,1.08361,1.08377,1.08229,1.08268,4034
2024-04-08 04:00:00,1.08268,1.08432,1.08267,1.08321,6964
2024-04-08 08:00:00,1.08322,1.08377,1.08221,1.08235,13049
2024-04-08 12:00:00,1.08234,1.08356,1.08206,1.08342,12171
2024-04-08 16:00:00,1.08343,1.08588,1.08343,1.08501,16569
2024-04-08 20:00:00,1.08502,1.08622,1.08495,1.08591,6771
2024-04-09 00:00:00,1.08558,1.08635,1.08549,1.08586,4781
2024-04-09 04:00:00,1.08587,1.08622,1.08539,1.08565,5885
2024-04-09 08:00:00,1.08566,1.08627,1.0849,1.08575,9006
2024-04-09 12:00:00,1.08575,1.0884,1.08564,1.08805,11904
2024-04-09 16:00:00,1.08807,1.08851,1.08522,1.08546,19367
2024-04-09 20:00:00,1.08544,1.0859,1.08475,1.08573,7942
2024-04-10 00:00:00,1.08565,1.08598,1.08525,1.08572,4832
2024-04-10 04:00:00,1.08571,1.08588,1.08503,1.08523,5456
2024-04-10 08:00:00,1.08524,1.08606,1.08477,1.08604,9868
2024-04-10 12:00:00,1.08604,1.08664,1.07783,1.07807,15393
2024-04-10 16:00:00,1.07806,1.07811,1.07287,1.07359,26041
2024-04-10 20:00:00,1.07359,1.07541,1.07289,1.07418,18108
2024-04-11 00:00:00,1.07425,1.07459,1.07381,1.07424,6014
2024-04-11 04:00:00,1.07425,1.07488,1.07411,1.07462,6626
2024-04-11 08:00:00,1.07463,1.07497,1.07265,1.07403,14095
2024-04-11 12:00:00,1.07403,1.07469,1.07148,1.07413,21073
2024-04-11 16:00:00,1.07416,1.07565,1.06992,1.07175,26801
2024-04-11 20:00:00,1.07175,1.07345,1.07152,1.07258,9874
2024-04-12 00:00:00,1.07271,1.07293,1.07225,1.0726,3218
2024-04-12 04:00:00,1.07259,1.07282,1.07108,1.07113,6054
2024-04-12 08:00:00,1.07112,1.07142,1.06706,1.06711,14672
2024-04-12 12:00:00,1.0671,1.06749,1.06311,1.06382,17267
2024-04-12 16:00:00,1.06382,1.06509,1.06225,1.06417,23331
2024-04-12 20:00:00,1.06419,1.06504,1.06371,1.06413,11497
2024-04-15 00:00:00,1.06342,1.06515,1.06304,1.06455,8273
2024-04-15 04:00:00,1.06455,1.06548,1.06391,1.06525,9430
2024-04-15 08:00:00,1.06525,1.06648,1.06498,1.06562,14296
2024-04-15 12:00:00,1.06563,1.0665,1.06308,1.0647,15929
2024-04-15 16:00:00,1.06472,1.06608,1.06218,1.06361,24651
2024-04-15 20:00:00,1.0636,1.06394,1.06202,1.06225,14590
2024-04-16 00:00:00,1.06236,1.06284,1.06178,1.06182,5232
2024-04-16 04:00:00,1.06183,1.06193,1.06059,1.06138,9099
2024-04-16 08:00:00,1.06138,1.06246,1.06022,1.06161,16965
2024-04-16 12:00:00,1.06159,1.06536,1.06159,1.06389,17891
2024-04-16 16:00:00,1.06388,1.06448,1.06187,1.0625,27311
2024-04-16 20:00:00,1.06251,1.0635,1.06011,1.06184,20519
2024-04-17 00:00:00,1.06179,1.06252,1.06125,1.06223,6788
2024-04-17 04:00:00,1.06222,1.06355,1.06201,1.06248,7307
2024-04-17 08:00:00,1.06248,1.06488,1.0606,1.06402,17422
2024-04-17 12:00:00,1.06404,1.06491,1.06314,1.06348,14422
2024-04-17 16:00:00,1.06346,1.06563,1.063,1.06496,23270
2024-04-17 20:00:00,1.06497,1.06796,1.06479,1.06733,14867
2024-04-18 00:00:00,1.06717,1.06755,1.06641,1.06696,4616
2024-04-18 04:00:00,1.06698,1.06802,1.06644,1.06783,6803
2024-04-18 08:00:00,1.06782,1.06901,1.06748,1.06784,12611
2024-04-18 12:00:00,1.06785,1.06814,1.06599,1.06626,14177
2024-04-18 16:00:00,1.06627,1.06684,1.06462,1.06533,21375
2024-04-18 20:00:00,1.06532,1.06548,1.06414,1.06416,10768
2024-04-19 00:00:00,1.0644,1.06445,1.06359,1.06385,5330
2024-04-19 04:00:00,1.06386,1.06431,1.06103,1.06345,25649
2024-04-19 08:00:00,1.06346,1.06592,1.06268,1.06455,21148
2024-04-19 12:00:00,1.06456,1.06737,1.06431,1.06654,16923
2024-04-19 16:00:00,1.0665,1.06775,1.06401,1.06535,22741
2024-04-19 20:00:00,1.06534,1.06584,1.06465,1.06572,12373
2024-04-22 00:00:00,1.0651,1.06648,1.06488,1.06532,5957
2024-04-22 04:00:00,1.06532,1.06706,1.06531,1.06653,7455
2024-04-22 08:00:00,1.06654,1.06692,1.06473,1.06569,13338
2024-04-22 12:00:00,1.06568,1.06619,1.06307,1.06397,13568
2024-04-22 16:00:00,1.06398,1.06509,1.06238,1.06487,15209
2024-04-22 20:00:00,1.06487,1.06607,1.06482,1.06544,6565
2024-04-23 00:00:00,1.06534,1.06592,1.06494,1.06586,3363
2024-04-23 04:00:00,1.06585,1.06606,1.06532,1.06551,6910
2024-04-23 08:00:00,1.0655,1.06948,1.06385,1.06706,16454
2024-04-23 12:00:00,1.06706,1.06779,1.06531,1.0672,15002
2024-04-23 16:00:00,1.06719,1.07113,1.066,1.06999,21831
2024-04-23 20:00:00,1.06999,1.07076,1.06993,1.07026,7389
2024-04-24 00:00:00,1.07019,1.07106,1.06989,1.07094,3408
2024-04-24 04:00:00,1.07095,1.07142,1.07042,1.07051,6126
2024-04-24 08:00:00,1.07052,1.07056,1.06806,1.06833,11795
2024-04-24 12:00:00,1.06833,1.0693,1.06778,1.06867,12791
2024-04-24 16:00:00,1.06867,1.07025,1.0681,1.06905,18076
2024-04-24 20:00:00,1.06905,1.07064,1.06869,1.06987,9194
2024-04-25 00:00:00,1.06945,1.07046,1.06929,1.07034,3640
2024-04-25 04:00:00,1.07033,1.07099,1.06968,1.07091,5274
2024-04-25 08:00:00,1.07092,1.07287,1.07076,1.07256,11716
2024-04-25 12:00:00,1.07255,1.07397,1.06853,1.06919,14825
2024-04-25 16:00:00,1.0692,1.0735,1.06782,1.0731,24514
2024-04-25 20:00:00,1.07312,1.07387,1.07228,1.07303,9288
2024-04-26 00:00:00,1.07289,1.07302,1.07226,1.07274,2855
2024-04-26 04:00:00,1.07273,1.07293,1.07184,1.07224,5494
2024-04-26 08:00:00,1.07223,1.07528,1.07214,1.07409,14913
2024-04-26 12:00:00,1.07408,1.07433,1.07101,1.07163,17734
2024-04-26 16:00:00,1.07164,1.07237,1.0674,1.06944,21907
2024-04-26 20:00:00,1.06945,1.07071,1.06909,1.0694,6431
2024-04-29 00:00:00,1.06912,1.07112,1.06905,1.07097,4145
2024-04-29 04:00:00,1.07098,1.07334,1.07075,1.07287,11517
2024-04-29 08:00:00,1.07287,1.07336,1.0701,1.07045,20982
2024-04-29 12:00:00,1.07046,1.07271,1.06972,1.07033,12407
2024-04-29 16:00:00,1.07032,1.07289,1.06901,1.07259,14011
2024-04-29 20:00:00,1.07261,1.07296,1.07149,1.072,8046
2024-04-30 00:00:00,1.07211,1.07226,1.07101,1.0715,3469
2024-04-30 04:00:00,1.07149,1.07177,1.07022,1.07056,4708
2024-04-30 08:00:00,1.07057,1.07122,1.06898,1.07108,11185
2024-04-30 12:00:00,1.07109,1.07354,1.06891,1.07001,15952
2024-04-30 16:00:00,1.07001,1.07196,1.06759,1.06788,22446
2024-04-30 20:00:00,1.06789,1.0683,1.06662,1.06669,7530
2024-05-01 00:00:00,1.06659,1.06727,1.0658,1.06616,3764
2024-05-01 04:00:00,1.06617,1.06632,1.06548,1.06558,3731
2024-05-01 08:00:00,1.06556,1.06705,1.06493,1.06693,6045
2024-05-01 12:00:00,1.06694,1.06847,1.06666,1.06843,9549
2024-05-01 16:00:00,1.06842,1.06913,1.06705,1.06716,14565
2024-05-01 20:00:00,1.06718,1.07326,1.06707,1.07176,27455
2024-05-02 00:00:00,1.07121,1.07216,1.07062,1.07116,5997
2024-05-02 04:00:00,1.07115,1.07209,1.07068,1.07176,6036
2024-05-02 08:00:00,1.07175,1.07281,1.06998,1.07041,13871
2024-05-02 12:00:00,1.07042,1.0712,1.06933,1.07011,13642
2024-05-02 16:00:00,1.07014,1.07215,1.06742,1.07165,20675
2024-05-02 20:00:00,1.07166,1.07302,1.07139,1.07257,9015
2024-05-03 00:00:00,1.07226,1.07316,1.0722,1.07313,4322
2024-05-03 04:00:00,1.07315,1.07394,1.07308,1.07322,5337
2024-05-03 08:00:00,1.07321,1.07442,1.07243,1.07425,11405
2024-05-03 12:00:00,1.07426,1.08121,1.07387,1.07935,15612
2024-05-03 16:00:00,1.07935,1.07982,1.07515,1.07634,28258
2024-05-03 20:00:00,1.07634,1.07693,1.0759,1.07634,5921
2024-05-06 00:00:00,1.07631,1.07689,1.0755,1.07674,3436
2024-05-06 04:00:00,1.07675,1.07715,1.0762,1.07627,5963
2024-05-06 08:00:00,1.07626,1.07761,1.07576,1.07684,9067
2024-05-06 12:00:00,1.07682,1.07907,1.0766,1.07873,9079
2024-05-06 16:00:00,1.07874,1.07889,1.07712,1.07742,10271
2024-05-06 20:00:00,1.07741,1.07766,1.07661,1.07697,5047
2024-05-07 00:00:00,1.07664,1.0776,1.07658,1.07751,3093
2024-05-07 04:00:00,1.0775,1.07769,1.07606,1.07658,5831
2024-05-07 08:00:00,1.07657,1.07695,1.0754,1.07638,10289
2024-05-07 12:00:00,1.07638,1.07791,1.07551,1.07755,10145
2024-05-07 16:00:00,1.07756,1.07874,1.07661,1.07703,12624
2024-05-07 20:00:00,1.07704,1.07706,1.07479,1.07548,6995
2024-05-08 00:00:00,1.07544,1.0756,1.07469,1.07479,3096
2024-05-08 04:00:00,1.0748,1.07487,1.0738,1.07413,4858
2024-05-08 08:00:00,1.07412,1.07491,1.0735,1.07442,8421
2024-05-08 12:00:00,1.07443,1.07539,1.07398,1.07488,9766
2024-05-08 16:00:00,1.07489,1.07575,1.07442,1.07458,11219
2024-05-08 20:00:00,1.07459,1.07469,1.07408,1.07469,5028
2024-05-09 00:00:00,1.07461,1.07506,1.07424,1.07432,2762
2024-05-09 04:00:00,1.07431,1.07516,1.07422,1.07452,4428
2024-05-09 08:00:00,1.07453,1.07464,1.07261,1.07282,7417
2024-05-09 12:00:00,1.07281,1.07623,1.07239,1.07593,13257
2024-05-09 16:00:00,1.07588,1.07817,1.07505,1.07758,13468
2024-05-09 20:00:00,1.07757,1.07844,1.07737,1.07823,5576
2024-05-10 00:00:00,1.07808,1.07859,1.07764,1.07792,3008
2024-05-10 04:00:00,1.07793,1.07826,1.07732,1.0774,4667
2024-05-10 08:00:00,1.07739,1.07867,1.07715,1.07807,10096
2024-05-10 12:00:00,1.07811,1.07861,1.07662,1.07701,10399
2024-05-10 16:00:00,1.077,1.07901,1.07603,1.07759,14640
2024-05-10 20:00:00,1.07758,1.07774,1.07685,1.07696,4962
2024-05-13 00:00:00,1.07696,1.07752,1.0763,1.07691,3888
2024-05-13 04:00:00,1.07693,1.07732,1.07657,1.07696,4889
2024-05-13 08:00:00,1.07695,1.07845,1.07688,1.07837,7667
2024-05-13 12:00:00,1.07837,1.07997,1.07772,1.07982,9928
2024-05-13 16:00:00,1.07983,1.08069,1.07894,1.07934,12634
2024-05-13 20:00:00,1.07934,1.07941,1.07867,1.07898,5413
2024-05-14 00:00:00,1.07882,1.07936,1.07853,1.07877,2577
2024-05-14 04:00:00,1.07876,1.07897,1.07843,1.07854,4647
2024-05-14 08:00:00,1.07854,1.07894,1.07752,1.07836,8848
2024-05-14 12:00:00,1.07837,1.08106,1.07669,1.08031,13376
2024-05-14 16:00:00,1.08032,1.08256,1.08006,1.08169,15180
2024-05-14 20:00:00,1.08168,1.0823,1.08155,1.08195,4170
2024-05-15 00:00:00,1.08191,1.08199,1.08131,1.0817,2998
2024-05-15 04:00:00,1.08169,1.08276,1.08164,1.08215,3588
2024-05-15 08:00:00,1.08214,1.08346,1.08211,1.08297,8618
2024-05-15 12:00:00,1.08298,1.08693,1.08218,1.08612,14216
2024-05-15 16:00:00,1.08612,1.08746,1.08316,1.0872,20013
2024-05-15 20:00:00,1.08721,1.0886,1.08716,1.0884,6173
2024-05-16 00:00:00,1.08849,1.08951,1.0878,1.08937,4532
2024-05-16 04:00:00,1.08938,1.08939,1.08813,1.08846,5907
2024-05-16 08:00:00,1.08847,1.0885,1.08663,1.08733,9198
2024-05-16 12:00:00,1.08734,1.08749,1.08606,1.08632,10519
2024-05-16 16:00:00,1.08629,1.08758,1.08543,1.08733,12794
2024-05-16 20:00:00,1.08733,1.08755,1.08647,1.0867,4962
2024-05-17 00:00:00,1.08639,1.08692,1.08598,1.08628,3293
2024-05-17 04:00:00,1.08629,1.08636,1.08543,1.08561,4053
2024-05-17 08:00:00,1.08562,1.08683,1.08416,1.08443,8410
2024-05-17 12:00:00,1.08442,1.08467,1.08356,1.08429,7817
2024-05-17 16:00:00,1.0843,1.08784,1.0843,1.08686,12120
2024-05-17 20:00:00,1.08685,1.08767,1.08682,1.08702,4526
2024-05-20 00:00:00,1.08655,1.08772,1.08623,1.0875,2683
2024-05-20 04:00:00,1.08751,1.08823,1.08715,1.08808,4362
2024-05-20 08:00:00,1.08807,1.08845,1.08692,1.08745,7608
2024-05-20 12:00:00,1.08746,1.0875,1.08543,1.08575,8859
2024-05-20 16:00:00,1.08574,1.08698,1.08574,1.08658,10266
2024-05-20 20:00:00,1.08657,1.08706,1.08568,1.08573,4361
2024-05-21 00:00:00,1.08561,1.08619,1.08559,1.08614,2598
2024-05-21 04:00:00,1.08613,1.08615,1.08509,1.08587,4934
2024-05-21 08:00:00,1.08589,1.08695,1.08565,1.08667,8893
2024-05-21 12:00:00,1.08666,1.08747,1.08547,1.08571,9789
2024-05-21 16:00:00,1.08569,1.08617,1.08426,1.08538,17021
2024-05-21 20:00:00,1.08538,1.08565,1.08463,1.08541,4709
2024-05-22 00:00:00,1.08546,1.08598,1.08528,1.08575,3040
2024-05-22 04:00:00,1.08574,1.08635,1.08527,1.08535,4797
2024-05-22 08:00:00,1.08534,1.08635,1.08462,1.08486,9624
2024-05-22 12:00:00,1.08485,1.08498,1.08218,1.08319,11186
2024-05-22 16:00:00,1.08319,1.08443,1.08316,1.08424,13474
2024-05-22 20:00:00,1.08423,1.0847,1.08174,1.08219,9896
2024-05-23 00:00:00,1.0822,1.08288,1.08213,1.08255,3092
2024-05-23 04:00:00,1.08254,1.08323,1.08219,1.08266,4695
2024-05-23 08:00:00,1.08265,1.08448,1.08124,1.08386,12306
2024-05-23 12:00:00,1.08387,1.08543,1.08336,1.08523,11532
2024-05-23 16:00:00,1.08524,1.08609,1.08179,1.08183,20749
2024-05-23 20:00:00,1.08184,1.08201,1.08047,1.08143,8824
2024-05-24 00:00:00,1.08125,1.0815,1.08074,1.08101,3834
2024-05-24 04:00:00,1.08101,1.08138,1.08054,1.08092,4694
2024-05-24 08:00:00,1.08091,1.08283,1.08075,1.08247,8676
2024-05-24 12:00:00,1.08246,1.08537,1.08235,1.08512,9963
2024-05-24 16:00:00,1.08512,1.08578,1.08415,1.08471,13199
2024-05-24 20:00:00,1.0847,1.08533,1.08458,1.08461,5148
2024-05-27 00:00:00,1.08458,1.08514,1.08416,1.08486,2714
2024-05-27 04:00:00,1.08486,1.08521,1.08472,1.08484,3346
2024-05-27 08:00:00,1.08484,1.08535,1.08442,1.08493,5789
2024-05-27 12:00:00,1.08494,1.08674,1.08407,1.0849,8453
2024-05-27 16:00:00,1.0849,1.08619,1.08444,1.08598,7457
2024-05-27 20:00:00,1.08598,1.08608,1.08571,1.08591,1322
2024-05-28 00:00:00,1.08573,1.08683,1.08523,1.0865,4461
2024-05-28 04:00:00,1.0865,1.088,1.08642,1.08761,5811
2024-05-28 08:00:00,1.0876,1.088,1.0867,1.087,8373
2024-05-28 12:00:00,1.08699,1.0889,1.08671,1.08765,9510
2024-05-28 16:00:00,1.08764,1.08802,1.08578,1.08747,14469
2024-05-28 20:00:00,1.08746,1.08757,1.0855,1.08563,8013
2024-05-29 00:00:00,1.0856,1.08597,1.08476,1.08512,3798
2024-05-29 04:00:00,1.08511,1.0857,1.08439,1.08477,4528
2024-05-29 08:00:00,1.08478,1.08587,1.08291,1.08372,10944
2024-05-29 12:00:00,1.08371,1.08584,1.08353,1.08461,11680
2024-05-29 16:00:00,1.08462,1.08468,1.08074,1.08153,17556
2024-05-29 20:00:00,1.08153,1.08159,1.07999,1.08008,8013
2024-05-30 00:00:00,1.08017,1.0804,1.07953,1.07964,3336
2024-05-30 04:00:00,1.07964,1.08045,1.0792,1.07959,5946
2024-05-30 08:00:00,1.07958,1.08185,1.07882,1.0815,12343
2024-05-30 12:00:00,1.08149,1.08327,1.08084,1.0829,13402
2024-05-30 16:00:00,1.0829,1.08451,1.08253,1.08399,16863
2024-05-30 20:00:00,1.08399,1.08432,1.08268,1.08323,6680
2024-05-31 00:00:00,1.08288,1.0834,1.08288,1.08321,4048
2024-05-31 04:00:00,1.0832,1.08335,1.08111,1.08183,6844
2024-05-31 08:00:00,1.08182,1.08384,1.08145,1.0834,10655
2024-05-31 12:00:00,1.08341,1.08823,1.08335,1.08801,14920
2024-05-31 16:00:00,1.08802,1.08808,1.08397,1.08473,21119
2024-05-31 20:00:00,1.08474,1.08527,1.08406,1.08496,7716
2024-06-03 00:00:00,1.08464,1.08576,1.0844,1.08564,4115
2024-06-03 04:00:00,1.08563,1.08587,1.08491,1.08518,5074
2024-06-03 08:00:00,1.08518,1.08586,1.08334,1.08401,11413
2024-06-03 12:00:00,1.08402,1.08499,1.08277,1.08442,12686
2024-06-03 16:00:00,1.08442,1.08905,1.08442,1.08851,18971
2024-06-03 20:00:00,1.08851,1.0903,1.08813,1.09025,7548
2024-06-04 00:00:00,1.09024,1.0916,1.09003,1.09128,4218
2024-06-04 04:00:00,1.09128,1.09137,1.09052,1.09093,5009
2024-06-04 08:00:00,1.09092,1.09107,1.08739,1.08809,13242
2024-06-04 12:00:00,1.08808,1.0882,1.08588,1.08645,15467
2024-06-04 16:00:00,1.08645,1.08835,1.0862,1.08803,19593
2024-06-04 20:00:00,1.08802,1.08877,1.0878,1.08787,8711
2024-06-05 00:00:00,1.08805,1.08862,1.08773,1.08842,3333
2024-06-05 04:00:00,1.08841,1.08861,1.08766,1.08806,5076
2024-06-05 08:00:00,1.08807,1.08823,1.087,1.08758,9847
2024-06-05 12:00:00,1.08758,1.08842,1.08599,1.08839,11340
2024-06-05 16:00:00,1.08838,1.08915,1.08544,1.08644,19833
2024-06-05 20:00:00,1.08645,1.08773,1.08605,1.08692,6213
2024-06-06 00:00:00,1.08704,1.08824,1.08676,1.0882,3343
2024-06-06 04:00:00,1.08821,1.08958,1.08819,1.08871,6481
2024-06-06 08:00:00,1.08871,1.08882,1.08711,1.08772,9550
2024-06-06 12:00:00,1.08772,1.09018,1.08619,1.08816,13214
2024-06-06 16:00:00,1.08815,1.08912,1.08718,1.08819,16242
2024-06-06 20:00:00,1.08818,1.08943,1.08809,1.08895,6834
2024-06-07 00:00:00,1.08904,1.08932,1.08867,1.08895,3262
2024-06-07 04:00:00,1.08896,1.08979,1.08871,1.08953,5766
2024-06-07 08:00:00,1.08953,1.08984,1.08831,1.0889,11022
2024-06-07 12:00:00,1.08886,1.09018,1.08239,1.08332,16944
2024-06-07 16:00:00,1.08331,1.08357,1.08032,1.08052,21527
2024-06-07 20:00:00,1.08051,1.08071,1.07996,1.0802,8674
2024-06-10 00:00:00,1.07685,1.07817,1.07637,1.07778,6276
2024-06-10 04:00:00,1.07779,1.07799,1.0748,1.07542,5670
2024-06-10 08:00:00,1.07543,1.07681,1.07478,1.07567,13924
2024-06-10 12:00:00,1.07566,1.07603,1.07328,1.07413,12666
2024-06-10 16:00:00,1.07412,1.07588,1.0733,1.07539,13845
2024-06-10 20:00:00,1.07539,1.07656,1.07502,1.07649,7121
2024-06-11 00:00:00,1.07641,1.07681,1.07561,1.07636,3766
2024-06-11 04:00:00,1.07637,1.07705,1.07623,1.07684,5824
2024-06-11 08:00:00,1.07683,1.07734,1.07434,1.07452,11452
2024-06-11 12:00:00,1.0745,1.07564,1.07236,1.07322,17006
2024-06-11 16:00:00,1.07321,1.07389,1.07194,1.07373,14979
2024-06-11 20:00:00,1.07373,1.07494,1.07366,1.07401,6829
2024-06-12 00:00:00,1.07374,1.07429,1.07348,1.0736,3459
2024-06-12 04:00:00,1.07361,1.07432,1.07345,1.07367,4831
2024-06-12 08:00:00,1.07366,1.07539,1.07355,1.07465,9019
2024-06-12 12:00:00,1.07465,1.083,1.0744,1.08265,9132
2024-06-12 16:00:00,1.08258,1.08522,1.08175,1.0844,12351
2024-06-12 20:00:00,1.08439,1.08457,1.08036,1.08096,14048
2024-06-13 00:00:00,1.08078,1.08156,1.08062,1.08128,2856
2024-06-13 04:00:00,1.08128,1.08157,1.0803,1.08038,4019
2024-06-13 08:00:00,1.08037,1.08164,1.08004,1.08061,6978
2024-06-13 12:00:00,1.08061,1.08161,1.07805,1.07933,9592
2024-06-13 16:00:00,1.07937,1.08076,1.07328,1.07351,12591
2024-06-13 20:00:00,1.07352,1.0744,1.07351,1.07387,4872
2024-06-14 00:00:00,1.07372,1.07409,1.07351,1.07364,2456
2024-06-14 04:00:00,1.07363,1.0745,1.0735,1.07363,4185
2024-06-14 08:00:00,1.07362,1.07373,1.06898,1.06919,9722
2024-06-14 12:00:00,1.06915,1.07058,1.06716,1.06891,12910
2024-06-14 16:00:00,1.06893,1.07018,1.06676,1.07004,11572
2024-06-14 20:00:00,1.07005,1.07075,1.06945,1.07058,4410
2024-06-17 00:00:00,1.07029,1.07091,1.06998,1.07039,3211
2024-06-17 04:00:00,1.07039,1.07055,1.06988,1.07042,3775
2024-06-17 08:00:00,1.0704,1.07122,1.06863,1.07071,9813
2024-06-17 12:00:00,1.07074,1.07177,1.0702,1.07137,8249
2024-06-17 16:00:00,1.07138,1.07278,1.07117,1.07252,8997
2024-06-17 20:00:00,1.0725,1.07378,1.07233,1.0734,4237
2024-06-18 00:00:00,1.07326,1.07411,1.07305,1.07361,2440
2024-06-18 04:00:00,1.07363,1.07367,1.07202,1.07215,4096
2024-06-18 08:00:00,1.07214,1.07352,1.07148,1.07193,7650
2024-06-18 12:00:00,1.07194,1.0734,1.07099,1.07312,8841
2024-06-18 16:00:00,1.07311,1.07614,1.073,1.07393,10612
2024-06-18 20:00:00,1.07394,1.07433,1.0732,1.07392,5173
2024-06-19 00:00:00,1.07381,1.07411,1.07364,1.07374,1862
2024-06-19 04:00:00,1.07373,1.07424,1.07352,1.07359,2873
2024-06-19 08:00:00,1.07358,1.07417,1.07247,1.07403,7536
2024-06-19 12:00:00,1.07402,1.07533,1.07325,1.07458,7359
2024-06-19 16:00:00,1.07464,1.07508,1.07409,1.07472,4176
2024-06-19 20:00:00,1.07471,1.07472,1.07425,1.07443,792
2024-06-20 00:00:00,1.07438,1.07488,1.07427,1.07461,1975
2024-06-20 04:00:00,1.07461,1.0748,1.07389,1.07426,3384
2024-06-20 08:00:00,1.07427,1.07433,1.07125,1.07169,6740
2024-06-20 12:00:00,1.07172,1.07321,1.07128,1.07189,8828
2024-06-20 16:00:00,1.0719,1.07306,1.07033,1.07071,9595
2024-06-20 20:00:00,1.07071,1.07178,1.07018,1.07023,5124
2024-06-21 00:00:00,1.07017,1.07076,1.07012,1.07065,2153
2024-06-21 04:00:00,1.07065,1.07185,1.0705,1.07184,3495
2024-06-21 08:00:00,1.07183,1.07206,1.06709,1.06909,8832
2024-06-21 12:00:00,1.06907,1.0698,1.06765,1.06947,8101
2024-06-21 16:00:00,1.06947,1.06976,1.06779,1.06921,10449
2024-06-21 20:00:00,1.06917,1.06968,1.06906,1.06929,4051
2024-06-24 00:00:00,1.06894,1.06956,1.06848,1.06918,2363
2024-06-24 04:00:00,1.06917,1.06946,1.06836,1.06946,3985
2024-06-24 08:00:00,1.06947,1.07178,1.06946,1.07135,6723
2024-06-24 12:00:00,1.07133,1.07358,1.07131,1.07346,8788
2024-06-24 16:00:00,1.07346,1.07463,1.07233,1.07278,10242
2024-06-24 20:00:00,1.07277,1.07383,1.07219,1.07348,5481
2024-06-25 00:00:00,1.07319,1.07356,1.07307,1.0734,2433
2024-06-25 04:00:00,1.07339,1.074,1.07322,1.07394,4471
2024-06-25 08:00:00,1.07395,1.07442,1.07209,1.07342,8169
2024-06-25 12:00:00,1.07337,1.07353,1.07021,1.0705,8948
2024-06-25 16:00:00,1.07051,1.07131,1.06906,1.07046,9941
2024-06-25 20:00:00,1.07047,1.07176,1.07044,1.07131,4576
2024-06-26 00:00:00,1.07086,1.07151,1.07062,1.07114,2702
2024-06-26 04:00:00,1.07113,1.07179,1.07074,1.07104,4953
2024-06-26 08:00:00,1.07105,1.07113,1.06852,1.06948,8025
2024-06-26 12:00:00,1.06949,1.06995,1.06769,1.0677,9722
2024-06-26 16:00:00,1.06766,1.06957,1.06659,1.0682,13426
2024-06-26 20:00:00,1.0682,1.06908,1.0675,1.06793,5391
2024-06-27 00:00:00,1.06796,1.06821,1.0677,1.06781,3031
2024-06-27 04:00:00,1.06782,1.06948,1.06777,1.06942,4302
2024-06-27 08:00:00,1.06941,1.06991,1.06805,1.06879,10466
2024-06-27 12:00:00,1.0688,1.0722,1.06873,1.07194,14652
2024-06-27 16:00:00,1.07195,1.07264,1.07002,1.07066,16031
2024-06-27 20:00:00,1.07066,1.07084,1.07013,1.07033,6719
2024-06-28 00:00:00,1.07041,1.07109,1.06974,1.06976,3762
2024-06-28 04:00:00,1.06975,1.0699,1.06853,1.06866,7896
2024-06-28 08:00:00,1.06867,1.0704,1.0686,1.06979,10855
2024-06-28 12:00:00,1.06978,1.07194,1.06919,1.07048,14056
2024-06-28 16:00:00,1.07046,1.07221,1.06924,1.07159,22758
2024-06-28 20:00:00,1.07159,1.07247,1.0706,1.0713,8583
2024-07-01 00:00:00,1.07418,1.07496,1.07325,1.07457,6206
